0.01,0,6.70418e+58
0.02,2.23211,6.70418e+58
0.03,2.11708,6.70418e+58
0.04,1.97452,6.70418e+58
0.05,0.610664,6.70418e+58
0.06,0.565357,6.70418e+58
0.07,0.337353,6.70418e+58
0.08,0.238541,6.70418e+58
0.09,0.281841,6.70418e+58
0.1,0.127353,6.70418e+58
0.11,0.0632801,6.70418e+58
0.12,0.167257,6.70418e+58
0.13,0.0903349,6.70418e+58
0.14,0.110275,6.70418e+58
0.15,0.0622293,6.70418e+58
0.16,0.167051,6.70418e+58
0.17,0.0615664,6.70418e+58
0.18,0.0897999,6.70418e+58
0.19,0.0492872,6.70418e+58
0.2,0.0444817,6.70418e+58
0.21,0.0231263,6.70418e+58
0.22,0.0419701,6.70418e+58
0.23,0.021678,6.70418e+58
0.24,0.0243083,6.70418e+58
0.25,0.0284683,6.70418e+58
0.26,0.0393383,6.70418e+58
0.27,0.039911,6.70418e+58
0.28,0.0243033,6.70418e+58
0.29,0.0316203,6.70418e+58
0.3,0.018367,6.70418e+58
0.31,0.019827,6.70418e+58
0.32,0.0259694,6.70418e+58
0.33,0.0186534,6.70418e+58
0.34,0.0186609,6.70418e+58
0.35,0.00728854,6.70418e+58
0.36,0.0117798,6.70418e+58
0.37,0.00652188,6.70418e+58
0.38,0.0123218,6.70418e+58
0.39,0.010868,6.70418e+58
0.4,0.0174029,6.70418e+58
0.41,0.00757601,6.70418e+58
0.42,0.00289674,6.70418e+58
0.43,0.00757252,6.70418e+58
0.44,0.0143825,6.70418e+58
0.45,0.0031526,6.70418e+58
0.46,0.00959996,6.70418e+58
0.47,0.00862551,6.70418e+58
0.48,0.00772252,6.70418e+58
0.49,0.00950817,6.70418e+58
0.5,0.0076215,6.70418e+58
0.51,0.00538316,6.70418e+58
0.52,0.0051781,6.70418e+58
0.53,0.0103578,6.70418e+58
0.54,0.00911957,6.70418e+58
0.55,0.00546456,6.70418e+58
0.56,0.00808019,6.70418e+58
0.57,0.0085702,6.70418e+58
0.58,0.00491388,6.70418e+58
0.59,0.00511137,6.70418e+58
0.6,0.00669026,6.70418e+58
0.61,0.00444243,6.70418e+58
0.62,0.00462869,6.70418e+58
0.63,0.000966074,6.70418e+58
0.64,0.00403572,6.70418e+58
0.65,0.00301427,6.70418e+58
0.66,0.00753881,6.70418e+58
0.67,0.00255461,6.70418e+58
0.68,0.00710187,6.70418e+58
0.69,0.00267492,6.70418e+58
0.7,0.00619274,6.70418e+58
0.71,0.00601953,6.70418e+58
0.72,0.00294495,6.70418e+58
0.73,0.00428394,6.70418e+58
0.74,0.00209416,6.70418e+58
0.75,0.00383502,6.70418e+58
0.76,0.00721805,6.70418e+58
0.77,0.00807647,6.70418e+58
0.78,0.00478224,6.70418e+58
0.79,0.00670893,6.70418e+58
0.8,0.00654225,6.70418e+58
0.81,0.00448561,6.70418e+58
0.82,0.0065947,6.70418e+58
0.83,0.0136159,6.70418e+58
0.84,0.0126842,6.70418e+58
0.85,0.00626069,6.70418e+58
0.86,0.00908777,6.70418e+58
0.87,0.0137226,6.70418e+58
0.88,0.0094777,6.70418e+58
0.89,0.0115762,6.70418e+58
0.9,0.0111053,6.70418e+58
0.91,0.0129545,6.70418e+58
0.92,0.0150707,6.70418e+58
0.93,0.0184173,6.70418e+58
0.94,0.0175556,6.70418e+58
0.95,0.0165397,6.70418e+58
0.96,0.0212414,6.70418e+58
0.97,0.0185501,6.70418e+58
0.98,0.0254856,6.70418e+58
0.99,0.0191483,6.70418e+58
1,0.0225566,6.70418e+58
1.01,0.0239397,6.70418e+58
1.02,0.0244382,6.70418e+58
1.03,0.0246605,6.70418e+58
1.04,0.0290415,6.70418e+58
1.05,0.0332075,6.70418e+58
1.06,0.0371771,6.70418e+58
1.07,0.0365409,6.70418e+58
